GeneID	CTR02A	CTR02B	CTR02C	CTR02D	CTR02E	CTR02F	CTR19A	CTR19B	CTR19C	CTR19D	CTR19F	CTR19H	HD17A	HD17B	HD17C	HD17E	HD17F	HD18A	HD18B	HD18C	HD18D	HD18F	HD20A	HD20C	HD20D	HD20E	HD20F	HD20G
TOPBP1	4558	3770	3127	4300	4065	4011	1247	929	877	2444	3215	3016	2568	2930	3023	4527	3689	5465	3509	3564	3470	3339	1789	1298	1365	2239	5013	5600
TF	1154	262	4058	4460	708	253	93	126	37	43	800	451	96	26	56	144	20	41	74	35	21	24	43	30	40	42	55	204
SRPRB	4941	3248	3431	4117	3192	3889	603	374	504	500	1329	1631	3028	2193	1420	1573	1375	1367	1342	1221	2018	1570	475	319	240	493	1233	800
LOC105374116	1	1	5	2	0	0	9	0	0	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
RAB6B	3132	4244	4531	5831	4165	2294	891	567	869	1532	2142	3614	1509	1348	2861	4584	2337	3284	2566	3114	2306	2368	785	426	582	930	3301	2063
C3orf36	6	6	0	0	2	3	3	1	21	4	1	0	9	5	4	1	3	0	0	0	3	5	2	3	0	0	1	0
SLCO2A1	208	114	14	39	16	144	21	57	364	71	14	18	314	76	120	58	100	6	16	3	39	39	82	14	0	14	6	0
LOC100507210	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105374117	0	0	0	0	0	0	1	8	4	2	5	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	7
RYK	4944	4479	3567	4207	3744	3848	1124	709	807	1136	1913	2959	3058	2581	2213	2493	2419	2360	2928	2283	3135	2688	1035	768	594	1226	2695	2265
HMGB3P14	3	5	2	2	8	2	1	0	1	5	8	2	2	0	5	1	4	2	6	2	5	4	3	7	1	3	4	1
LOC105374119	1	1	0	1	0	0	2	2	0	0	1	0	0	0	0	5	0	0	0	3	0	0	3	1	0	1	0	0
LOC105374118	10	13	8	12	22	10	3	1	10	4	11	6	5	4	1	10	2	6	8	9	1	12	3	1	2	2	8	8
RPL39P5	12	13	10	11	13	5	3	2	1	5	4	10	3	6	2	17	10	7	11	7	10	4	12	2	1	3	11	12
AMOTL2	13434	8991	11069	13697	8933	5898	2488	999	1231	1510	4008	2771	4203	3990	2603	4267	3761	3166	2734	3234	3186	3430	2325	1126	470	1376	2979	1546
MIR6827	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HMGB3P13	1	0	0	1	0	0	0	0	1	1	2	1	0	1	0	0	0	1	2	0	1	0	1	0	0	0	1	0
MIR4788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC13	4790	4766	4231	4903	4260	4025	858	372	548	744	1851	2668	2829	3133	2227	3037	2485	2071	2235	1994	2320	2479	619	502	386	711	2373	1658
CEP63	2487	1708	2234	2692	1964	1682	822	373	448	667	1835	1340	1288	1197	1022	1729	1288	1395	1447	1315	1158	1019	517	425	379	630	1505	1524
KY	96	78	91	176	78	64	23	6	7	15	191	59	35	14	17	27	61	28	23	33	40	30	35	8	10	33	31	24
EPHB1	8710	6894	12528	17466	8201	3442	2350	426	304	616	6074	4028	3261	1411	1209	2529	2319	1748	1311	1623	1220	1816	662	362	464	905	2882	1535
LOC105374121	0	0	4	3	1	0	3	2	2	0	67	1	11	3	7	3	5	2	4	7	4	4	0	0	0	0	1	3
LOC105374120	0	1	0	0	1	0	0	7	0	0	7	0	1	1	0	2	6	1	6	2	0	0	0	0	0	0	0	0
LOC102724019	4	4	5	1	0	1	3	0	0	2	33	11	5	0	4	3	6	7	6	8	0	2	0	0	0	2	1	3
LOC105374122	4	1	7	5	4	3	3	1	2	11	17	13	2	1	1	8	2	1	6	2	1	1	0	0	1	0	1	3
LOC105374123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374124	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R3A	1890	2932	2055	2609	2246	1895	564	330	380	1101	1196	2598	1355	1439	1819	2953	1952	3777	2438	3085	2260	3108	681	382	428	734	2463	1545
LOC107986135	0	2	2	0	3	1	0	2	0	0	3	3	1	3	1	1	0	3	4	1	1	2	1	4	2	1	2	0
MSL2	4188	4158	4511	5345	4764	3102	972	619	611	1248	1855	2985	1772	2363	2431	4597	2962	3411	3899	3327	2751	2966	1001	817	855	1191	4012	3401
RPL31P23	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	2	0	0	0	1	0	2	0
PCCB	5063	5102	4732	5830	4623	4076	673	426	499	953	1559	2957	2490	2978	2623	2912	2282	2527	2353	2246	2848	2638	975	572	573	1036	3457	1861
STAG1	6428	4959	4178	5502	5321	4887	1292	831	946	1605	2526	3183	3258	3506	3019	5147	4011	6159	3802	4372	3986	4080	1315	869	847	1677	4280	3445
RNY4P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5
LOC100421438	1440	1385	1139	1361	1192	1059	176	85	129	230	403	696	595	751	614	912	622	812	656	667	606	688	158	110	101	218	790	408
SLC35G2	304	373	214	240	292	506	126	196	180	184	300	364	246	380	283	466	275	472	447	345	255	441	194	226	189	284	346	952
NCK1-AS1	115	133	105	119	124	118	42	24	15	45	117	119	72	66	54	136	78	110	79	74	83	94	33	33	26	38	94	82
NCK1	2051	1646	1661	1976	1636	1720	334	152	229	308	592	1180	989	1059	961	1257	805	1107	1003	905	991	982	324	196	168	347	1015	724
LOC107986136	2	9	5	5	19	10	2	2	7	6	18	6	11	6	7	10	3	12	18	11	8	14	4	5	5	8	6	13
IL20RB	44	26	20	28	43	40	8	35	19	10	54	13	42	12	11	30	28	42	10	15	36	29	24	10	14	56	23	45
LOC105374126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX14	7	36	5	39	78	24	1	1	0	1	1	9	0	1	0	0	5	3	12	3	2	0	0	0	0	0	6	0
LINC01210	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HSPA8P9	47	26	31	49	30	27	34	24	24	46	74	150	141	195	121	245	137	164	96	169	147	119	36	33	12	46	122	51
CLDN18	5	2	3	5	11	3	18	3	25	14	25	6	5	7	11	3	4	7	12	13	14	6	17	19	8	15	6	42
LOC105374127	3	3	7	8	8	0	15	14	16	16	57	7	8	6	4	6	10	7	16	0	9	4	21	19	8	22	18	41
LOC105374128	2	7	1	3	13	7	5	9	18	13	55	3	7	5	1	5	4	3	8	8	12	10	9	12	7	15	3	44
DZIP1L	135	131	90	113	129	134	144	173	156	210	386	94	137	88	84	110	59	122	218	120	173	80	208	226	171	230	137	517
KRT8P36	1	0	0	3	0	2	0	3	2	0	0	3	0	0	2	1	1	0	2	1	2	0	2	1	4	1	4	0
A4GNT	0	1	0	1	2	0	2	1	1	1	9	1	0	2	0	0	2	3	0	1	1	0	1	0	0	1	1	3
DBR1	1698	1775	1488	1739	1555	1262	350	234	254	532	745	1019	838	858	992	1432	1017	1432	1143	1148	1004	1094	424	340	352	462	1251	1267
ARMC8	3399	3082	2949	3590	2958	2633	809	441	483	916	1755	1936	1522	1645	1556	2518	1729	2310	2022	1677	1555	1750	818	607	653	875	2095	2696
NME9	154	99	69	83	155	89	79	49	33	40	175	37	64	31	40	34	31	59	94	70	54	60	35	54	27	73	25	121
MRAS	3903	3056	3386	4066	3292	2624	885	460	522	836	1990	1717	1385	1058	1035	2379	1610	3105	1570	2012	2447	2158	716	441	428	775	2265	1458
LOC105374129	3	0	0	0	2	0	0	0	2	2	10	1	0	1	1	0	2	4	6	2	3	1	1	2	2	5	0	4
ESYT3	4	9	4	1	8	6	7	12	15	11	18	3	6	2	4	5	11	10	14	6	14	13	4	8	1	12	1	11
CEP70	1482	1521	1332	1637	1131	810	519	327	332	778	1024	1293	592	1048	835	2162	1088	1092	2090	1575	1316	1073	431	493	435	583	1587	1880
FAIM	103	136	47	94	96	173	29	8	25	22	51	59	85	118	42	12	42	25	29	22	38	29	17	6	10	8	27	21
LOC256374	0	3	4	0	0	3	2	0	6	2	8	1	0	1	2	1	3	5	3	3	6	3	3	1	4	6	7	9
PIK3CB	2522	2655	2459	2888	2050	1867	490	272	302	791	1146	2033	1606	1704	2125	2169	1407	2149	2047	1743	1907	1661	695	383	434	744	2146	1696
GAPDHP39	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	2	2	2	3	0	1	1	0	2	0	0	0	1
ATP5G1P3	0	0	0	0	0	0	0	0	1	1	5	2	1	0	0	1	1	1	1	1	0	2	0	0	3	0	0	0
LINC01391	3	1	0	0	5	3	0	4	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0
FOXL2	5	13	8	4	43	22	1	3	1	3	0	0	10	2	2	0	1	5	4	2	23	4	2	0	0	2	2	0
FOXL2NB	4	8	2	3	25	15	0	0	0	0	0	1	4	1	4	0	0	4	6	0	27	1	2	0	0	3	1	0
PRR23A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPESC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PISRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS22	1690	1401	1164	1449	1328	1277	280	173	208	295	579	799	769	851	749	962	715	867	771	745	912	837	284	184	186	348	822	653
COPB2	17790	14176	11764	15539	13393	14372	2619	1350	2075	3028	5692	8225	12055	10661	8559	9184	7677	10266	7157	7577	10554	8582	3440	1700	1470	3379	8086	5370
LOC100507291	198	235	211	245	178	155	31	11	22	39	96	109	78	65	90	92	76	94	110	62	109	96	30	23	12	36	70	97
RBP2	10	28	9	10	29	14	2	0	2	2	10	5	3	3	5	6	1	3	10	6	3	8	1	1	2	5	3	5
ACTG1P1	99	102	69	74	103	71	38	24	28	51	70	96	204	253	268	453	216	136	155	100	87	119	37	36	16	40	127	128
RBP1	6839	14902	12974	7769	22994	8619	334	418	928	953	823	2457	4672	1407	9106	7323	2227	1017	4829	2191	2449	915	699	1111	653	692	3339	1904
NMNAT3	225	588	509	355	203	189	87	85	69	262	378	578	119	157	206	584	202	252	444	350	355	122	132	171	246	259	783	864
RN7SKP124	2	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	1
CLSTN2	3504	9526	7293	7567	11411	7105	345	99	1619	624	2124	1280	5275	739	5476	802	1341	1372	2408	866	3538	359	1078	126	74	352	1822	297
LOC105374132	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLSTN2-AS1	2	1	5	1	4	2	0	0	0	0	2	0	2	0	0	1	3	1	0	0	0	1	1	0	4	0	0	0
LOC102724068	20	78	25	44	175	74	4	0	29	3	32	4	47	10	19	3	12	9	10	9	14	1	10	5	0	2	10	1
TRIM42	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A36	6060	4737	6362	7520	5316	3722	2962	2112	1815	3058	6476	3640	2178	2386	2606	4554	3143	3563	4467	3292	2963	3014	2303	2041	2314	3108	3419	10824
SPSB4	1975	1633	1086	1521	2175	1907	240	144	158	396	459	683	706	787	605	880	757	676	585	658	818	756	361	247	222	422	1257	740
PXYLP1	4554	6561	5016	6862	6068	5074	1083	660	745	1506	2818	4095	2634	2333	3800	5465	2935	5264	4749	4595	3231	4206	1560	931	1663	2366	5578	6577
LOC107986137	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
ZBTB38	1538	1794	805	1300	1456	1972	249	185	322	353	808	741	1444	1839	1050	732	745	898	560	607	1383	1229	417	273	144	434	916	535
KRT18P35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RASA2	767	1206	833	903	771	643	783	756	659	929	1494	938	455	582	831	1269	936	1234	1570	1119	805	871	859	910	968	1346	1086	4660
LOC646730	0	0	0	0	0	1	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RNF7	4611	3800	3317	3653	3431	3503	746	460	604	699	1456	1890	2089	2132	1576	1865	1519	1420	1663	1564	2161	1960	580	505	351	557	1975	1226
GRK7	6	5	5	4	7	7	1	1	1	1	6	1	1	1	0	2	2	6	1	11	5	1	4	9	0	5	1	4
LOC105374134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP1B3	8436	7468	6014	6727	8390	6298	1609	1317	1292	1687	3032	4324	5686	6757	4306	4351	3694	4409	5809	4694	5739	5879	1721	1656	1106	2057	4947	4543
RNU6-509P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
TFDP2	2788	6060	2991	4585	6046	2739	1970	1364	1565	3926	3878	4587	1866	4296	3310	4466	4939	5321	5359	5066	5524	5845	3284	2318	2218	4032	8815	7990
RPL19P6	45	29	33	34	23	29	26	14	25	21	114	220	160	200	137	282	177	128	180	159	189	143	8	19	17	23	221	175
GK5	613	944	756	761	848	552	752	554	517	893	1693	799	478	497	798	558	558	1026	868	777	738	1006	998	1041	991	1195	1036	4486
XRN1	3351	3372	2700	3424	3142	2621	1460	695	851	1745	3226	2471	1999	1896	2051	3000	2316	3780	3121	2624	2430	2463	1384	955	1014	1669	2804	4657
ATR	1953	1879	1413	1939	1731	1715	638	498	585	753	1597	1123	1559	1350	1330	950	1075	1631	1081	966	1395	1372	788	553	525	820	1217	2431
LOC731755	21	36	27	33	33	19	47	48	50	32	97	4	21	10	16	23	8	18	42	34	14	31	44	44	18	61	15	167
PLS1	266	243	174	241	109	195	32	47	55	63	85	201	256	365	201	231	189	142	277	153	306	170	41	39	13	34	193	76
LOC105374136	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RN7SKP25	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC1	635	620	712	802	660	573	542	542	424	565	1252	654	411	398	533	669	520	583	880	594	598	489	321	435	373	546	513	1895
RNU7-47P	2	1	1	1	0	0	1	4	0	2	2	0	2	0	0	0	0	1	4	0	0	1	1	1	0	2	0	10
PCOLCE2	33	51	35	42	20	51	4	4	2	5	11	19	44	31	18	16	9	56	62	102	78	69	5	9	0	8	30	18
RPL8P3	530	643	480	561	450	592	66	74	67	130	200	441	361	428	339	573	376	280	377	342	506	338	73	69	42	65	480	245
LOC100507389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAQR9	85	75	68	72	33	64	5	2	3	5	29	31	38	11	22	20	11	22	22	17	16	21	7	2	2	2	18	2
PAQR9-AS1	10	2	3	8	5	4	0	0	0	0	1	2	1	0	0	3	1	5	2	2	0	3	0	2	0	0	3	0
LOC100289361	33	25	24	19	33	35	12	7	11	7	10	4	22	29	15	32	12	4	15	9	47	29	7	5	2	9	20	18
U2SURP	6002	8876	4659	5874	5791	5065	4013	2538	2493	4228	7616	3456	3366	3621	4023	4766	3764	6474	5431	4502	4085	4606	3362	2866	2528	4341	4588	12187
LOC105374138	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST2	926	1445	447	644	1337	3896	244	141	255	195	186	226	1161	1010	570	121	207	150	184	170	781	822	144	128	27	153	225	47
LOC105374137	0	5	0	0	5	10	0	2	0	3	5	1	0	0	0	1	0	0	2	0	2	1	2	0	1	1	0	0
PBX2P1	867	705	538	626	642	655	302	227	225	303	682	349	366	360	268	382	397	284	303	335	395	298	275	231	178	307	389	555
SLC9A9	1147	767	616	1012	810	1513	145	39	62	99	361	436	583	395	212	142	201	113	208	164	302	330	70	17	4	57	133	29
SLC9A9-AS1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP47	1	2	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	1	0
LOC102724120	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS17P10	0	0	0	1	0	0	0	0	1	2	2	5	1	7	2	3	2	2	6	2	1	5	1	1	1	1	1	1
C3orf58	4349	2553	1714	2618	2062	2720	1078	475	555	593	1511	1821	2430	3601	1084	1067	1689	1140	1320	989	1493	2364	477	397	104	493	1066	509
LOC105374140	12	31	20	28	20	7	49	22	11	31	84	5	29	17	19	8	26	38	28	21	19	47	19	18	9	18	7	36
LOC105374139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105374141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC105374144	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0
RPL21P39	581	513	575	528	482	385	15	7	18	15	17	52	40	39	25	60	43	32	59	50	50	45	6	12	16	11	68	40
LOC107986138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PLOD2	3983	3373	1817	2954	2460	4947	655	843	912	1251	2164	3038	5050	4101	3085	4730	3397	3212	3148	2680	4910	2042	1369	787	623	1115	3280	2661
LOC105374145	1	4	2	8	4	5	2	5	0	8	17	5	3	0	5	5	11	6	11	4	9	10	5	3	5	8	5	15
PLSCR4	635	643	255	627	827	913	103	130	83	165	320	264	245	494	432	153	316	237	400	283	692	637	172	131	115	323	243	429
PLSCR2	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
PLSCR1	572	710	172	301	642	983	116	162	186	228	232	264	672	695	553	213	397	347	301	217	788	580	150	100	43	112	139	134
RNU6-428P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLSCR5	2	1	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927866	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986139	19	24	4	40	113	11	6	14	6	6	6	10	22	2	14	5	21	2	14	4	26	6	3	6	3	0	12	8
RPL21P71	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ZIC4	439	491	424	810	2562	240	262	173	147	189	269	309	204	127	275	419	616	311	485	406	766	493	249	321	204	291	799	755
ZIC1	4841	4609	4515	10594	19812	2597	1399	964	1371	1161	1362	2734	1835	1980	2885	5477	5014	5042	5364	4063	7207	5631	1972	1954	1499	1859	7156	4655
LOC440982	59	27	49	41	268	37	15	11	11	15	13	26	53	6	39	54	79	17	64	21	140	52	13	21	16	19	68	49
LOC102724145	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	16	1	2	0	1	0	0	0	0	0
LOC100507461	7	2	1	3	23	3	6	1	1	1	1	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	2	0
HNRNPA1P20	4	0	3	1	2	4	0	1	1	3	1	5	4	6	2	3	9	3	6	2	7	1	0	1	1	0	1	3
LOC105374146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374149	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374148	6	0	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTR1	13	31	6	18	12	24	0	2	2	6	7	18	7	7	0	12	5	6	27	8	10	5	0	1	2	3	6	9
CPB1	1	9	1	7	10	6	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	1	0	0	1	0
CPA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986045	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBQLN4P1	2113	1824	1728	2085	1613	1503	270	111	153	376	510	637	579	677	527	863	665	660	464	659	734	713	275	210	175	294	827	467
GYG1	2738	2028	1506	2348	2234	2589	369	229	311	309	828	1184	1586	1639	969	938	926	768	727	772	1583	1286	385	192	116	359	1064	421
HLTF	5687	5834	5108	6457	4721	4294	2180	1406	1324	2733	5926	4712	1890	1995	2259	3158	2162	5114	4544	3856	3748	3200	2122	1541	1745	2384	4789	8430
HLTF-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPS3	1698	1396	967	1372	1202	1427	438	277	305	717	881	978	1025	1295	1449	1101	1076	1296	862	909	1337	1166	669	448	303	621	1038	1164
CP	873	650	37	159	776	2392	568	46	223	299	542	216	1504	72	869	15	138	27	137	54	136	30	42	94	12	24	37	26
LOC101927942	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF18	12	5	1	2	6	7	0	18	10	3	2	5	21	24	12	10	11	4	13	1	8	3	3	0	0	3	3	3
RPS25P5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF1	1107	528	85	169	342	1674	292	145	125	85	419	218	3181	741	362	46	279	285	97	46	268	154	169	70	1	69	17	13
TM4SF1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374151	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1AP4	2	0	5	1	1	2	5	1	5	4	8	13	29	17	11	16	15	12	8	16	22	15	8	3	2	7	9	1
LOC107986038	2	4	1	3	8	3	0	1	1	0	1	2	0	1	1	1	0	14	0	2	1	2	0	1	0	1	0	3
TM4SF4	1	0	0	0	0	6	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWTR1	9849	14676	4479	5258	13167	16469	1787	1591	1965	2238	3348	6499	12543	25836	10726	4472	6276	5944	4465	4052	14946	11693	3453	1955	952	3201	6531	3676
WWTR1-AS1	10	27	12	21	38	17	9	11	6	5	13	10	19	20	6	16	4	12	4	1	9	14	21	9	10	25	23	45
COMMD2	5427	5009	4314	5235	4600	4373	1226	610	750	1307	2310	3457	2346	3023	2666	4117	3055	3866	3057	2975	3179	3437	998	653	729	1102	3663	3314
ANKUB1	14	37	3	12	23	7	10	1	2	5	11	2	7	24	9	1	3	1	9	3	12	22	6	2	4	6	2	7
RNF13	7116	4771	4666	6427	5373	5186	1258	530	671	1029	2617	2933	4514	3469	2588	2573	2596	2581	2220	2073	3119	4013	781	438	477	1150	2139	2078
NPM1P29	6	9	7	6	7	6	2	9	3	16	32	7	12	10	11	11	14	34	38	14	15	14	14	5	18	23	11	68
LOC105374152	1	11	2	1	11	1	2	9	9	17	24	3	3	6	10	10	8	26	23	24	12	16	8	18	18	24	8	43
PFN2	40506	47077	53912	60584	41369	28050	11461	6327	7962	17268	24508	45706	18017	26965	32005	70521	36951	64818	57192	51433	36876	49900	11406	10013	14726	17719	66891	56083
LOC646903	417	601	803	758	524	215	257	117	127	311	335	645	100	326	461	1966	629	1759	1140	1256	564	1260	275	207	466	537	1820	1891
TMEM183B	4276	3350	3179	3808	3052	3108	479	290	355	553	1014	1471	1504	1639	1205	2174	1508	1606	1331	1533	1796	1589	446	359	338	483	1965	1192
LOC391587	3	1	2	4	1	1	0	1	7	2	5	1	5	2	5	7	7	14	13	1	2	1	5	0	4	2	1	13
HNRNPA1P24	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2
LOC105374153	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	2	4	0	1	0	1	0	0	1	0	0
LOC730021	23	20	17	17	14	8	9	1	5	5	12	22	17	14	10	11	13	13	14	17	16	16	4	2	2	4	14	10
LOC107986046	9	10	7	4	12	9	4	1	0	1	9	1	4	0	10	7	2	5	3	1	2	3	3	0	2	10	1	3
LOC105374313	1	1	0	0	2	1	0	0	1	2	0	1	2	0	2	1	1	2	1	1	2	0	0	0	0	3	0	0
LINC01213	0	0	0	0	1	3	1	0	1	0	2	1	0	0	1	0	0	0	4	1	0	0	0	1	0	0	0	0
LINC01214	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374154	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC107986141	0	3	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	6
LOC107986142	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LOC107986143	14	16	8	12	13	14	7	3	2	5	24	5	17	12	7	14	14	21	9	14	15	20	3	4	4	7	13	12
TSC22D2	2092	2458	1908	2227	2247	1800	811	746	686	1326	1495	1860	1238	1718	2147	3952	1965	4969	4025	3750	2373	3765	1140	1017	1424	1785	4233	5797
SERP1	10078	8270	8092	9286	6752	7718	1822	835	1126	1831	3487	5463	4931	4868	4062	6583	4606	4751	5455	4588	5679	4637	1341	897	920	1576	5701	3660
EIF2A	7373	5473	6370	6987	5533	4965	1381	681	792	1225	2663	3925	3258	3105	2773	4683	3194	2863	2874	2469	2559	2446	1041	825	791	1122	3291	3303
SELT	11154	6774	11027	12759	7254	7523	1804	717	922	1302	4874	4861	6445	5282	3733	5469	3668	3928	3956	3311	4609	5045	1101	695	520	1281	3592	1955
LOC677762	156	152	151	153	174	103	27	12	25	66	87	48	39	87	69	103	71	166	76	69	63	126	21	20	21	35	86	112
ERICH6	3	6	1	0	2	1	5	0	3	3	14	1	1	0	0	4	0	3	3	1	2	0	0	0	1	8	2	9
ERICH6-AS1	20	13	7	14	17	11	11	8	2	6	28	7	6	11	8	3	17	7	6	0	6	10	4	2	1	6	4	23
